id_data	data_legend	position_ordonnee	display_type	line_design	color	filled_color
seri.gtms.0095.02.rlc_retransmission_rate_egprs.kpis.0095.02.ul_retransmission_rate_in_mcs	Data Volume Uplink Retransmitted Rate for EDGE RLC (MSC-x) (%)	left	line	square	#FF0000	#FFFFFF@1
seri.gtms.0095.02.tbf_drop_causes.kpis.0095.02.downlink_tbf_establishment_attempts	TBF Establishment Attempts Downlink Number (Nb)	right	bar	none	#333333	#0099FF@0.5
seri.gtms.0095.02.tbf_drop_causes.kpis.0095.02.uplink_tbf_establishment_attempts	TBF Establishment Attempts Uplink Number (Nb)	right	bar	none	#333333	#FF0000@0.5
seri.gtms.0095.02.tbf_drop_causes.kpis.0095.02.tbf_drop_rate_down	TBF Drop Downlink Rate (%)	left	line	circle	#0099FF	#FFFFFF@1
seri.gtms.0095.02.tbf_drop_causes.kpis.0095.02.tbf_drop_rate_up	TBF Drop Uplink Rate (%)	left	line	circle	#FF0000	#FFFFFF@1
seri.gtms.0095.02.tbf_drop_causes.kpis.0095.02.tbf_drop_rate	TBF Drop Rate (%)	left	line	circle	#006600	#FFFFFF@1
seri.gtms.0095.02.data_utilization.kpis.0095.02.edge_utilisation_rate	EDGE utilisation rate (%)	left	cumulatedbar	none	#333333	#0099FF@0.5
seri.gtms.0095.02.data_utilization.kpis.0095.02.gprs_utilisation_rate	GPRS utilisation rate (%)	left	cumulatedbar	none	#333333	#FF0000@0.5
seri.gtms.0095.02.data_utilization.kpis.0095.02.pdch_utilization_gprs_edge	PDCH Utilization (GPRS/EDGE) (%)	left	line	circle	#9900FF	#FFFFFF@1
seri.gtms.0095.02.pdch_availability.kpis.0095.02.avail_pdch_mean_defined_dl_and_ul	PDCH Defined Number (GPRS/EDGE) (Nb)	right	bar	none	#333333	#0099FF@0.5
seri.gtms.0095.02.pdch_availability.kpis.0095.02.avail_pdch_mean_dl_and_ul	PDCH Available Number (GPRS/EDGE) (Nb)	right	bar	none	#333333	#FF0000@0.5
seri.gtms.0095.02.pdch_availability.kpis.0095.02.pdch_availability_gprs_edge	PDCH Availability (GPRS/EDGE) (%)	left	line	circle	#333333	#FFFFFF@1
seri.gtms.0095.03.fer_distribution.kpis.0095.03.ferdistup0	FER Distribution For Uplink In Band 0 (%)	left	cumulatedbar	none	#333333	#009900@0.5
seri.gtms.0095.03.fer_distribution.kpis.0095.03.ferdistup1	FER Distribution For Uplink In Band 1 (%)	left	cumulatedbar	none	#333333	#00CC00@0.5
seri.gtms.0095.03.fer_distribution.kpis.0095.03.ferdistup2	FER Distribution For Uplink In Band 2 (%)	left	cumulatedbar	none	#333333	#00FF00@0.5
seri.gtms.0095.03.fer_distribution.kpis.0095.03.ferdistup3	FER Distribution For Uplink In Band 3 (%)	left	cumulatedbar	none	#333333	#FFFF00@0.5
seri.gtms.0095.03.fer_distribution.kpis.0095.03.ferdistup4	FER Distribution For Uplink In Band 4 (%)	left	cumulatedbar	none	#333333	#FF9900@0.5
seri.gtms.0095.03.fer_distribution.kpis.0095.03.ferdistup5	FER Distribution For Uplink In Band 5 (%)	left	cumulatedbar	none	#333333	#FF0000@0.5
seri.gtms.0095.03.fer_distribution.kpis.0095.03.ferdistup6	FER Distribution For Uplink In Band 6 (%)	left	cumulatedbar	none	#333333	#CC0000@0.5
seri.gtms.0095.03.fer_distribution.kpis.0095.03.ferdistup7	FER Distribution For Uplink In Band 7 (%)	left	cumulatedbar	none	#333333	#990000@0.5
seri.gtms.0095.03.fer_distribution.kpis.0095.03.mean_fer_uplink	FER Mean Uplink (%)	right	line	square	#000099	#FFFFFF@1
seri.gtms.0095.03.rxqualdistup.kpis.0095.03.rxqualdistup0	RX Quality Uplink Distribution within class 0 (%)	left	cumulatedbar	none	#333333	#009900@0.5
seri.gtms.0095.03.rxqualdistup.kpis.0095.03.rxqualdistup1	RX Quality Uplink Distribution within class 1 (%)	left	cumulatedbar	none	#333333	#00CC00@0.5
seri.gtms.0095.03.rxqualdistup.kpis.0095.03.rxqualdistup2	RX Quality Uplink Distribution within class 2 (%)	left	cumulatedbar	none	#333333	#00FF00@0.5
seri.gtms.0095.03.rxqualdistup.kpis.0095.03.rxqualdistup3	RX Quality Uplink Distribution within class 3 (%)	left	cumulatedbar	none	#333333	#FFFF00@0.5
seri.gtms.0095.03.rxqualdistup.kpis.0095.03.rxqualdistup4	RX Quality Uplink Distribution within class 4 (%)	left	cumulatedbar	none	#333333	#FF9900@0.5
seri.gtms.0095.03.rxqualdistup.kpis.0095.03.rxqualdistup5	RX Quality Uplink Distribution within class 5 (%)	left	cumulatedbar	none	#333333	#FF0000@0.5
seri.gtms.0095.03.rxqualdistup.kpis.0095.03.rxqualdistup6	RX Quality Uplink Distribution within class 6 (%)	left	cumulatedbar	none	#333333	#CC0000@0.5
seri.gtms.0095.03.rxqualdistup.kpis.0095.03.rxqualdistup7	RX Quality Uplink Distribution within class 7 (%)	left	cumulatedbar	none	#333333	#990000@0.5
seri.gtms.0095.03.rxqualdistup.kpis.0095.03.mean_rxqual_uplink	RXQUAL Mean Uplink (Nb)	right	line	square	#000099	#FFFFFF@1
seri.gtms.0095.03.rxqualdistdown.kpis.0095.03.rxqualdistdown0	RX Quality Downlink Distribution within class 0 (%)	left	cumulatedbar	none	#333333	#009900@0.5
seri.gtms.0095.03.rxqualdistdown.kpis.0095.03.rxqualdistdown1	RX Quality Downlink Distribution within class 1 (%)	left	cumulatedbar	none	#333333	#00CC00@0.5
seri.gtms.0095.03.rxqualdistdown.kpis.0095.03.rxqualdistdown2	RX Quality Downlink Distribution within class 2 (%)	left	cumulatedbar	none	#333333	#00FF00@0.5
seri.gtms.0095.03.rxqualdistdown.kpis.0095.03.rxqualdistdown3	RX Quality Downlink Distribution within class 3 (%)	left	cumulatedbar	none	#333333	#FFFF00@0.5
seri.gtms.0095.03.rxqualdistdown.kpis.0095.03.rxqualdistdown4	RX Quality Downlink Distribution within class 4 (%)	left	cumulatedbar	none	#333333	#FF9900@0.5
seri.gtms.0095.03.rxqualdistdown.kpis.0095.03.rxqualdistdown5	RX Quality Downlink Distribution within class 5 (%)	left	cumulatedbar	none	#333333	#FF0000@0.5
seri.gtms.0095.03.rxqualdistdown.kpis.0095.03.rxqualdistdown6	RX Quality Downlink Distribution within class 6 (%)	left	cumulatedbar	none	#333333	#CC0000@0.5
seri.gtms.0095.03.rxqualdistdown.kpis.0095.03.rxqualdistdown7	RX Quality Downlink Distribution within class 7 (%)	left	cumulatedbar	none	#333333	#990000@0.5
seri.gtms.0095.03.rxqualdistdown.kpis.0095.03.mean_rxqual_downlink	RXQUAL Mean Downlink (Nb)	right	line	square	#000099	#FFFFFF@1
seri.gtms.0095.03.rxlevel_distribution_uplink.kpis.0095.03.rxlevel_0_distribution_uplink	RX Level Uplink Distribution within class 0 (%)	left	cumulatedbar	none	#333333	#990000@0.5
seri.gtms.0095.03.rxlevel_distribution_uplink.kpis.0095.03.rxlevel_1_distribution_uplink	RX Level Uplink Distribution within class 1 (%)	left	cumulatedbar	none	#333333	#CC0000@0.5
seri.gtms.0095.03.rxlevel_distribution_uplink.kpis.0095.03.rxlevel_2_distribution_uplink	RX Level Uplink Distribution within class 2 (%)	left	cumulatedbar	none	#333333	#FF0000@0.5
seri.gtms.0095.03.rxlevel_distribution_uplink.kpis.0095.03.rxlevel_3_distribution_uplink	RX Level Uplink Distribution within class 3 (%)	left	cumulatedbar	none	#333333	#FF9900@0.5
seri.gtms.0095.03.rxlevel_distribution_uplink.kpis.0095.03.rxlevel_4_distribution_uplink	RX Level Uplink Distribution within class 4 (%)	left	cumulatedbar	none	#333333	#FFFF00@0.5
seri.gtms.0095.03.rxlevel_distribution_uplink.kpis.0095.03.rxlevel_5_distribution_uplink	RX Level Uplink Distribution within class 5 (%)	left	cumulatedbar	none	#333333	#00FF00@0.5
seri.gtms.0095.03.rxlevel_distribution_uplink.kpis.0095.03.rxlevel_6_distribution_uplink	RX Level Uplink Distribution within class 6 (%)	left	cumulatedbar	none	#333333	#00CC00@0.5
seri.gtms.0095.03.rxlevel_distribution_uplink.kpis.0095.03.rxlevel_7_distribution_uplink	RX Level Uplink Distribution within class 7 (%)	left	cumulatedbar	none	#333333	#009900@0.5
seri.gtms.0095.03.rxlevel_distribution_uplink.kpis.0095.03.mean_rxlevel_uplink	RXLEVEL Mean Uplink (dBm)	right	line	square	#000099	#FFFFFF@1
seri.gtms.0095.03.rxlevel_distribution_downlink.kpis.0095.03.rxlevel_0_distribution_downlink	RX Level Downlink Distribution within class 0 (%)	left	cumulatedbar	none	#333333	#990000@0.5
seri.gtms.0095.03.rxlevel_distribution_downlink.kpis.0095.03.rxlevel_1_distribution_downlink	RX Level Downlink Distribution within class 1 (%)	left	cumulatedbar	none	#333333	#CC0000@0.5
seri.gtms.0095.03.rxlevel_distribution_downlink.kpis.0095.03.rxlevel_2_distribution_downlink	RX Level Downlink Distribution within class 2 (%)	left	cumulatedbar	none	#333333	#FF0000@0.5
seri.gtms.0095.03.rxlevel_distribution_downlink.kpis.0095.03.rxlevel_3_distribution_downlink	RX Level Downlink Distribution within class 3 (%)	left	cumulatedbar	none	#333333	#FF9900@0.5
seri.gtms.0095.03.rxlevel_distribution_downlink.kpis.0095.03.rxlevel_4_distribution_downlink	RX Level Downlink Distribution within class 4 (%)	left	cumulatedbar	none	#333333	#FFFF00@0.5
seri.gtms.0095.03.rxlevel_distribution_downlink.kpis.0095.03.rxlevel_5_distribution_downlink	RX Level Downlink Distribution within class 5 (%)	left	cumulatedbar	none	#333333	#00FF00@0.5
seri.gtms.0095.03.rxlevel_distribution_downlink.kpis.0095.03.rxlevel_6_distribution_downlink	RX Level Downlink Distribution within class 6 (%)	left	cumulatedbar	none	#333333	#00CC00@0.5
seri.gtms.0095.03.rxlevel_distribution_downlink.kpis.0095.03.rxlevel_7_distribution_downlink	RX Level Downlink Distribution within class 7 (%)	left	cumulatedbar	none	#333333	#009900@0.5
seri.gtms.0095.03.rxlevel_distribution_downlink.kpis.0095.03.mean_rxlevel_downlink	RXLEVEL Mean Downlink (dBm)	right	line	square	#000099	#FFFFFF@1
seri.gtms.0095.03.tranceiver_availability.kpis.0095.03.trx_duration_availability	TRX Duration Availability (%)	left	line	circle	#33FF00	#ffffff@1
seri.gtms.0095.03.tranceiver_availability.kpis.0095.03.trx_duration_in_service_state	TRX Duration In-Service state (s)	right	bar	none	#333333	#0099FF@0.5
seri.gtms.0095.03.interference_band_distribution.kpis.0095.03.trx_interference_band_1_rate_on_idle_tch	Interference Band 1 Ratio On Idle TCH (%)	left	cumulatedbar	none	#333333	#00CC00@0.5
seri.gtms.0095.03.interference_band_distribution.kpis.0095.03.trx_interference_band_2_rate_on_idle_tch	Interference Band 2 Ratio On Idle TCH (%)	left	cumulatedbar	none	#333333	#FFFF00@0.5
seri.gtms.0095.03.interference_band_distribution.kpis.0095.03.trx_interference_band_3_rate_on_idle_tch	Interference Band 3 Ratio On Idle TCH (%)	left	cumulatedbar	none	#333333	#FFAA00@0.5
seri.gtms.0095.03.interference_band_distribution.kpis.0095.03.trx_interference_band_4_rate_on_idle_tch	Interference Band 4 Ratio On Idle TCH (%)	left	cumulatedbar	none	#333333	#FF0099@0.5
seri.gtms.0095.03.interference_band_distribution.kpis.0095.03.trx_interference_band_5_rate_on_idle_tch	Interference Band 5 Ratio On Idle TCH (%)	left	cumulatedbar	none	#333333	#FF0000@0.5
seri.gtms.0095.03.interference_band_distribution.kpis.0095.03.trx_mean_interference_band	Interference Band Mean (Nb)	right	line	circle	#000099	#ffffff@1
seri.gtms.0095.03.time_advance_distribution.kpis.0095.03.ta_0_distribution	Time Advance Distribuation rank 0 (%)	left	cumulatedbar	none	#333333	#009900@0.5
seri.gtms.0095.03.time_advance_distribution.kpis.0095.03.ta_1_distribution	Time Advance Distribuation rank 1 (%)	left	cumulatedbar	none	#333333	#00CC00@0.5
seri.gtms.0095.03.time_advance_distribution.kpis.0095.03.ta_2_distribution	Time Advance Distribuation rank 2 (%)	left	cumulatedbar	none	#333333	#00FF00@0.5
seri.gtms.0095.03.time_advance_distribution.kpis.0095.03.ta_3_distribution	Time Advance Distribuation rank 3 (%)	left	cumulatedbar	none	#333333	#FFFF00@0.5
seri.gtms.0095.03.time_advance_distribution.kpis.0095.03.ta_4_distribution	Time Advance Distribuation rank 4 (%)	left	cumulatedbar	none	#333333	#FF9900@0.5
seri.gtms.0095.03.time_advance_distribution.kpis.0095.03.ta_5_distribution	Time Advance Distribuation rank 5 (%)	left	cumulatedbar	none	#333333	#FF0000@0.5
seri.gtms.0095.03.time_advance_distribution.kpis.0095.03.ta_6_distribution	Time Advance Distribuation rank 6 (%)	left	cumulatedbar	none	#333333	#CC0000@0.5
seri.gtms.0095.03.time_advance_distribution.kpis.0095.03.ta_7_distribution	Time Advance Distribuation rank 7 (%)	left	cumulatedbar	none	#333333	#990000@0.5
seri.gtms.0095.03.time_advance_distribution.kpis.0095.03.time_advance_mean	Time Advance Mean (Nb)	right	line	circle	#000099	#ffffff@1
